"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QHA9MV4H","journalArticle","2015","Heyes, Cecilia","When does social learning become cultural learning?","Developmental Science","","1363-755X","https://doi.org/10.1111/desc.12350","https://doi.org/10.1111/desc.12350","Abstract Developmental research on selective social learning, or ?social learning strategies?, is currently a rich source of information about when children copy behaviour, and who they prefer to copy. It also has the potential to tell us when and how human social learning becomes cultural learning; i.e. mediated by psychological mechanisms that are specialized, genetically or culturally, to promote cultural inheritance. However, this review article argues that, to realize its potential, research on the development of selective social learning needs more clearly to distinguish functional from mechanistic explanation; to achieve integration with research on attention and learning in adult humans and ?dumb? animals; and to recognize that psychological mechanisms can be specialized, not only by genetic evolution, but also by associative learning and cultural evolution.","2015-03-01","2024-06-26 17:19:31","2024-06-27 22:01:07","","1-14","","2","20","","","","","","","","","","","","","","","","","Publisher: John Wiley & Sons, Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"543FKB8S","journalArticle","1993","Tomasello, Michael; Kruger, Ann Cale; Ratner, Hilary Horn","Cultural learning","Behavioral and Brain Sciences","","0140-525X","DOI: 10.1017/S0140525X0003123X","https://www.cambridge.org/core/product/C1CB7EA0CF7D53D14AA31633D7AF82BF","This target article presents a theory of human cultural learning. Cultural learning is identified with those instances of social learning in which intersubjectivity or perspective-taking plays a vital role, both in the original learning process and in the resulting cognitive product. Cultural learning manifests itself in three forms during human ontogeny: imitative learning, instructed learning, and collaborative learning – in that order. Evidence is provided that this progression arises from the developmental ordering of the underlying social-cognitive concepts and processes involved. Imitative learning relies on a concept of intentional agent and involves simple perspective-taking. Instructed learning relies on a concept of mental agent and involves alternating/coordinated perspective-taking (intersubjectivity). Collaborative learning relies on a concept of reflective agent and involves integrated perspective-taking (reflective intersubjectivity). A comparison of normal children, autistic children and wild and enculturated chimpanzees provides further evidence for these correlations between social cognition and cultural learning. Cultural learning is a uniquely human form of social learning that allows for a fidelity of transmission of behaviors and information among conspecifics not possible in other forms of social learning, thereby providing the psychological basis for cultural evolution.","1993","2024-06-26 17:42:32","2024-06-27 22:00:58","","495-511","","3","16","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","theory of mind; social learning; cultural learning; imitation; culture; animal cognition; attention; cognitive development; collaboration; instruction; intentionality; intersubjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAKEB92R","thesis","2020","Madsen, Mark Ernest","Measuring Cultural Transmission at Archaeological Scales: How Can We Improve Empirical Sufficiency?","","","","","","","2020","2024-06-27 21:49:07","2025-06-15 16:47:45","","","","","","","","","","","","","University of Washington","Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTWBXRTQ","bookSection","2019","Walsh, Matthew J; Riede, Felix; O’Neill, Sean","Cultural Transmission and Innovation in Archaeology","Handbook of Evolutionary Research in Archaeology","978-3-030-11117-5","","","https://doi.org/10.1007/978-3-030-11117-5_3","This chapter focuses on theories of cultural transmission and innovation in anthropological and archaeological frameworks. We discuss the differences between diachronic and synchronic perspectives in the history of innovation studies and their importance to a better understanding of cultural phenomena and processes of culture change. We present an overview of the major theoretical terms and concepts used to identify and define cultural evolution processes. These include cultural mutation, drift, and inertia, the forces that influence the transmission of cultural variants, such as pedagogy, guided variation and various forms of transmission biases, as well as evolutionary selection processes. We evaluate three case studies drawn from the literature to illustrate how contemporary anthropological archaeology can aid in operationalizing our observations and interpretations of cultural evolution processes at different scales in both the ethnographic present and the archaeological past.","2019","2024-06-27 21:49:17","2024-06-27 22:01:01","","49-70","","","","","","","","","","","Springer International Publishing","Cham","","","","","","","","DOI: 10.1007/978-3-030-11117-5_3","","","","","","Prentiss, Anna Marie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJNAS7QJ","bookSection","2014","Eerkens, Jelmer W; Bettinger, Robert L; Richerson, Peter J","Cultural Transmission Theory and Hunter-Gatherer Archaeology","The Oxford Handbook of the Archaeology and Anthropology of Hunter-Gatherers","","","","","","2014","2024-06-27 21:52:22","2024-06-27 22:01:02","","1127-1142","","","","","","","","","","","Oxfordo Academic","Oxford","","","","","","","","","","","","","","Cummings, Vicki; Jordan, Peter; Zvelebil, Mark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9T3966U","journalArticle","2023","Carrignon, Simon; Alexander Bentley, R; O'Brien, Michael J","Estimating two key dimensions of cultural transmission from archaeological data","Journal of Anthropological Archaeology","","0278-4165","https://doi.org/10.1016/j.jaa.2023.101545","https://www.sciencedirect.com/science/article/pii/S0278416523000612","Cultural-evolutionary modeling of archaeological data faces numerous challenges, perhaps the most significant being the mismatch between models of microscale activities and the macroevolutionary scale of the archaeological record. This is especially the case with identifying different kinds of social learning reflected in the record. Here we present a computational approach to social learning using a new model that compares frequencies of stylistic traits through time to an evolutionary model of social learning. Two dimensions of cultural evolution—popularity bias and information transparency—help unify a range of hitherto competing models of social learning. This model has never successfully been calibrated to real-world data, with the sparseness of archaeological data presenting an even further challenge. By calibrating the model to archaeological data, we confirm that it can be used successfully to characterize cultural transmission in the past. Our case study consists of decorative motifs on pottery from Early Neolithic Europe, ca. 5400–5000 BCE. The comparison of data to model is highly computational, involving seven different metrics and hundreds of simulations and re-samplings. Inferences are made using approximate Bayesian computation and a random-forest algorithm to estimate the best solution using a combination of all metrics. The computational modeling confirms that cultural transmission of the Neolithic pottery motifs was a process of unbiased social learning and opens the way for the exploration of a wide range of frequency data.","2023","2024-06-27 21:55:53","2024-12-01 23:03:16","","101545","","","72","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Social learning; LBK; Bayesian estimation; Information transparency; Neutral model; Popularity bias; Utility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXW9RMWM","journalArticle","2015","d'Errico, Francesco; Banks, William E","The Archaeology of Teaching: A Conceptual Framework","Cambridge Archaeological Journal","","0959-7743","DOI: 10.1017/S0959774315000384","https://www.cambridge.org/core/product/B1C0E545341F47661D0F8F93F3CE0239","Studying the emergence of teaching in our lineage entails identifying learning strategies among human and non-human groups, understanding the situations in which they occur, evaluating their performance, recognizing their expression in the archaeological record, identifying trends in the way knowledge transmission changed through time, and detecting the key moments in which members of our lineage complemented pre-existing transmission strategies with those that led our species to develop cumulative culture and eventually ‘teaching’ as we know it. Here we explore how learning processes function in spatial, temporal, and social dimensions and use the resulting situations to build a tentative framework, which may guide our interpretation of the archaeological record and ultimately aid our identification of the learning processes at work in animal and past hominin societies. We test the pertinence of this heuristic approach by applying it to a handful of archaeological case studies.","2015","2024-06-27 22:00:52","2024-06-27 22:00:55","","859-866","","4","25","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6XY93MD","bookSection","2009","Cochrane, E","Evolutionary Explanation and the Record of Interest: Using Evolutionary Archaeology and Dual-Inheritance Theory to Explain the Archaeological Record","Pattern and Process in Cultural Evolution","","","","","","2009","2024-06-27 22:09:06","2024-07-01 18:13:53","","113-132","","","","","","","","","","","University of California Press","Berkeley","","","","","","","","","","","","","","Shennan, Stephen J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QN4DCUN","journalArticle","2012","Madsen, Mark Ernest","Unbiased Cultural Transmission in Time-Averaged Archaeological Assemblages","arXiv: Physics and Society","","","","https://api.semanticscholar.org/CorpusID:118582183","","2012","2024-07-01 09:17:50","2025-06-15 16:47:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIDPWIJZ","journalArticle","2001","Henrich, Joseph","Cultural Transmission and the Diffusion of Innovations: Adoption Dynamics Indicate That Biased Cultural Transmission Is the Predominate Force in Behavioral Change","American Anthropologist","","0002-7294","https://doi.org/10.1525/aa.2001.103.4.992","https://doi.org/10.1525/aa.2001.103.4.992","In challenging the pervasive model of individual actors as cost-benefit analysts who adapt their behavior by learning from the environment, this article analyzes the temporal dynamics of both environmental (individual) learning and biased cultural transmission processes by comparing these dynamics with the robust ?5-shaped? curves that emerge from the diffusion of innovations literature. The analysis shows three things: (1) that environmental learning alone never produces the 5-shaped adoption dynamics typically observed in the spread of novel practices, ideas, and technologies; (2) that biased cultural transmission always produces the S-shaped temporal dynamics; and (3) that a combination of environmental learning and biased cultural transmission can generate 5-dynamics but only when biased cultural transmission is the predominate force in the spread of new behaviors. These findings suggest that biased cultural transmission processes are much more important to understanding the diffusion of innovations and sociocultural evolution than is often assumed by most theorists. [diffusion of innovations, cultural transmission, learning, cultural evolution]","2001-12-01","2024-07-01 18:16:43","2025-06-08 21:13:04","","992-1013","","4","103","","","","","","","","","","","","","","","","","Publisher: John Wiley & Sons, Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9DGTH6M","bookSection","2009","Hosfield, Robert","Modes of Transmission and Material Culture Patterns in Craft Skills","Pattern and Process in Cultural Evolution","","","","","","2009","2024-07-02 19:14:29","2024-07-02 21:55:37","","45-60","","","","","","","","","","","University of California Press","Berkeley, Los Angeles, Londres","","","","","","","","","","","","","","Shennan, Stephen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHYFI2W5","journalArticle","2018","Finkel, Meir; Barkai, Ran","The Acheulean Handaxe Technological Persistence: A Case of Preferred Cultural Conservatism?","Proceedings of the Prehistoric Society","","0079-497X","DOI: 10.1017/ppr.2018.2","https://www.cambridge.org/core/product/EB98AE73E58D675A8C8C404136BBDB3C","One of the unsolved ‘paradoxes’ in prehistoric archaeology is that of the gap between the considerable advances in human biological and cultural evolution during the Lower Palaeolithic period, and the over one million years of ‘stagnation’ of the Acheulean handaxe. Most of the research on this topic has focused on innovation – why it was delayed or failed to take place – while overlooking the fact that innovation had occurred in many other fields during the same period. We suggest that practical, social, and adaptive mechanisms were in force in certain areas of human behaviour and led to enhanced innovation, while conservatism was preferred in handaxe technology and use. In this study we emphasise the dependency of Acheulean groups on calories obtained from large mammals, and especially megafauna, as well as the central role of handaxes in processing large carcasses. It is our contention that the handaxe’s role in Acheulean adaptation was pivotal and it thus became fixed in human society, probably through the psychological bias towards majority imitation, which subsequently became a social norm or tradition. In brief, we suggest that the technological persistence of the Acheulean handaxe played an adaptive role that was based on a preferred cultural conservatism and led to the successful survival of Lower Palaeolithic populations over hundreds of thousands of years in the Old World.","2018","2024-07-02 21:44:38","2024-07-02 21:55:36","","1-19","","","84","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","innovation; Acheulean; conservatism; handaxe; learning; Palaeolithic; stagnation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72SGLZCH","journalArticle","2024","Porčić, Marko; Radinović, Mihailo; Branković, Marija; Jovanić, Aleksandra","Chinese whispers in clay: Copying error and cultural attraction in the experimental transmission chain of anthropomorphic figurines","Journal of Archaeological Science","","0305-4403","https://doi.org/10.1016/j.jas.2023.105914","https://www.sciencedirect.com/science/article/pii/S0305440323001942","Understanding the nature of copying errors in the cultural transmission of material culture is highly relevant for students of cultural evolution, especially in the field of evolutionary archaeology. In this paper, we set up a classic transmission chain experiment, which involves making clay anthropomorphic figurines, to explore the nature of the copying error related to the production of 3D objects. The experiment consists of four independent transmission chains, each with 10 participants. Three chains are non-expert chains, as they consist of students of archaeology and psychology with no formal training in arts. The fourth is an expert chain consisting of art students. Our results show that the copying error predictably differs between the experts and the non-experts – it is lower in the expert chain. However, in both groups, the error is higher than predicted by the models that assume that the copying error is only due to imperfections in the perception of linear dimensions. Taken together, these two results suggest that, in addition to the error in perception, the error in the execution contributes significantly to the overall error, as predicted by the recently formulated object-mediated transmission model (Crema et al., 2023). The results of our experiment also show that the errors are often biased rather than random, suggesting that the transmission process involves the transformations anticipated by the cultural attraction theory.","2024","2024-07-03 15:45:00","2024-07-03 15:45:00","","105914","","","162","","","","","","","","","","","","","","","","","","","","","","Copying error; Cultural attraction; Cultural transmission; Experiment; Figurine; Transmission chain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYEJZWA7","bookSection","2009","Horner, Victoria; de Waal, Frans B M","Controlled studies of chimpanzee cultural transmission","Progress in Brain Research","0079-6123","","","https://www.sciencedirect.com/science/article/pii/S0079612309178019","Following the first long-term field studies of chimpanzees in the 1960s, researchers began to suspect that chimpanzees from different African populations varied in their behavior, and that some of these variations were transmitted through social learning, thus suggesting culture. Additional reports of chimpanzee culture have since accumulated, which involve an increasing amount of behavioral variation that has no obvious ecological or genetic explanation. To date, close to 50 cultural variants have been reported, including subsistence behavior, tool-use, communication signals, and grooming patterns. Nevertheless, field studies lack the experimental controls and manipulations necessary to conclusively demonstrate that the observed variation results from differential invention and social transmission of behavior. This would require that behavioral variants have been learned from others, a question best addressed in a controlled experimental setting. The following chapter details a series of experimental studies at Yerkes National Primate Research Center of Emory University. In each case, the behavior of two captive groups (each N=12 individuals) was compared before and after the introduction of a novel foraging behavior by a trained conspecific “inventor.” The studies were designed to investigate (i) the conditions under which chimpanzees learn from one another, (ii) how behaviors are transmitted, (iii) how cultures are maintained over generations. The results emphasize the importance of integrating both fieldwork and experimental approaches. Previous studies have reported deficits in chimpanzees' cultural capacities, but did so after testing them with human models, which are largely irrelevant to the problem at hand. A representative understanding of culture can only be gained when efforts are made to create a naturalistic learning environment in which chimpanzees have opportunities to learn spontaneously from conspecifics in a familiar social setting.","2009","2024-10-20 17:57:54","2024-11-11 07:12:52","","3-15","","","178","","","","","","","","Elsevier","","","","","","","","","DOI: https://doi.org/10.1016/S0079-6123(09)17801-9","","","","","culture; learning; chimpanzee; evolution; human","Chiao, Joan Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F62BIZ8P","journalArticle","2010","Gruber, Thibaud; Reynolds, Vernon; Zuberbühler, Klaus","The knowns and unknowns of chimpanzee culture","Communicative & Integrative Biology","","null","10.4161/cib.3.3.10658","https://doi.org/10.4161/cib.3.3.10658","","2010-05-01","2024-10-20 17:57:54","2024-11-11 07:13:32","","221-223","","3","3","","","","","","","","","","","","","","","","","Publisher: Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJHBGLZK","journalArticle","2021","Whiten, Andrew","The burgeoning reach of animal culture","Science","","","10.1126/science.abe6514","https://doi.org/10.1126/science.abe6514","Before the mid-20th century, it was generally assumed that culture, behavior learned from others, was specific to humans. However, starting with identification in a few species, evidence that animals can learn and transmit behaviors has accumulated at an ever-increasing pace. Today, there is no doubt that culture is widespread among animal species, both vertebrates and invertebrates, marine and terrestrial. Whiten reviews evidence for animal culture and elaborates on the wide array of forms that such culture takes. Recognizing that other species have complex and varied culture has implications for conservation and welfare and for understanding the evolution of this essential component of animal societies, including our own. Science, this issue p. eabe6514 Culture can be defined as all that is learned from others and is repeatedly transmitted in this way, forming traditions that may be inherited by successive generations. This cultural form of inheritance was once thought specific to humans, but research over the past 70 years has instead revealed it to be widespread in nature, permeating the lives of a diversity of animals, including all major classes of vertebrates. Recent studies suggest that culture?s reach may extend also to invertebrates?notably, insects. In the present century, the reach of animal culture has been found to extend across many different behavioral domains and to rest on a suite of social learning processes facilitated by a variety of selective biases that enhance the efficiency and adaptiveness of learning. Far-reaching implications, for disciplines from evolutionary biology to anthropology and conservation policies, are increasingly being explored.","2021-04-02","2024-10-20 17:58:56","2024-11-11 07:13:32","","eabe6514","","6537","372","","","","","","","","","","","","","","","","","Publisher: American Association for the Advancement of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDQQ84UY","journalArticle","2016","Crema, Enrico R; Kandler, Anne; Shennan, Stephen","Revealing patterns of cultural transmission from frequency data: equilibrium and non-equilibrium assumptions","Scientific Reports","","2045-2322","10.1038/srep39122","https://doi.org/10.1038/srep39122","A long tradition of cultural evolutionary studies has developed a rich repertoire of mathematical models of social learning. Early studies have laid the foundation of more recent endeavours to infer patterns of cultural transmission from observed frequencies of a variety of cultural data, from decorative motifs on potsherds to baby names and musical preferences. While this wide range of applications provides an opportunity for the development of generalisable analytical workflows, archaeological data present new questions and challenges that require further methodological and theoretical discussion. Here we examine the decorative motifs of Neolithic pottery from an archaeological assemblage in Western Germany, and argue that the widely used (and relatively undiscussed) assumption that observed frequencies are the result of a system in equilibrium conditions is unwarranted, and can lead to incorrect conclusions. We analyse our data with a simulation-based inferential framework that can overcome some of the intrinsic limitations in archaeological data, as well as handle both equilibrium conditions and instances where the mode of cultural transmission is time-variant. Results suggest that none of the models examined can produce the observed pattern under equilibrium conditions, and suggest. instead temporal shifts in the patterns of cultural transmission.","2016","2024-11-14 18:39:39","2024-11-14 19:07:49","","39122","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGCMCR54","journalArticle","2010","Brantingham, P Jeffrey; Perreault, Charles","Detecting the effects of selection and stochastic forces in archaeological assemblages","Journal of Archaeological Science","","0305-4403","https://doi.org/10.1016/j.jas.2010.07.021","https://www.sciencedirect.com/science/article/pii/S030544031000261X","Detecting and diagnosing the causes of change through time in archaeological assemblages is a core enterprise of archaeology. Evolutionary approaches to this problem typically cast the causes of culture change as being either stochastic in origin, or arising from selection. Stochastic sources of change include random innovations, copying errors, drift and founder effects among dispersing groups. Selection is driven by differences in payoffs between cultural variants. Most efforts to identify these evolutionary forces in the archaeological record have relied on assessing how well the predictions from a neutral-stochastic model of cultural transmission fit a data set. Selection is inferred when the neutral-stochastic model fits poorly. A problem with this approach is that it does not test directly for the presence selection. Moreover, it does not account for the fact that both neutral-stochastic and selective forces can act at the same time on the same cultural variants. A different approach based on the Price Equation allows for the simultaneous measurement of selective and stochastic forces. This paper extends use of the Price Equation to the analysis of selective and stochastic forces operating on multiple artifact types within an assemblage. Ceramic data presented by Steele et al. (2010, Vol. 37(6): 1348–1358) from the Late Bronze Age Hittite site of Boğazköy-Hattusa, Turkey, provide an opportunity to evaluate the efficacy of this model. The results suggest that selection is a dominant process driving the frequency evolution of different bowl rim types within the assemblage and that stochastic forces played little or no role. It is also clear, however, that we should be attentive to combinations of direct and indirect selective effects within assemblages consisting of multiple artifact types.","2010","2024-11-28 17:43:03","2024-12-05 19:48:17","","3211-3225","","12","37","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Cultural evolution; Evolutionary archaeology; Ceramic technology; Indirect selection; Mutation–drift equilibrium; Neutral evolution; Price Equation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL5Y75D3","journalArticle","2010","Steele, James; Glatz, Claudia; Kandler, Anne","Ceramic diversity, random copying, and tests for selectivity in ceramic production","Journal of Archaeological Science","","0305-4403","https://doi.org/10.1016/j.jas.2009.12.039","https://www.sciencedirect.com/science/article/pii/S0305440309005007","This paper examines the evidence for selective reproduction of ceramic types based on their evolving frequency distribution, and on correlations of the abundance of types with underlying functional characteristics. How can we tell if a variant has been preferentially selected or discriminated against, and become more or less frequent than would be expected under pure drift (i.e. random copying, with the compounding over time of proportionate sampling error)? We examined a database of Hittite ceramic bowl types from two successive Phases of occupation of the Upper City of Boğazköy–Hattusa, capital of the Hittite empire and the largest Bronze Age settlement in Turkey. We applied two tests used in genetics to assess departures from neutrality, to assess selectivity in rates of reproduction of ceramic bowl types (the Ewens-Watterson and Slatkin's Exact tests). We also examined the effects of ceramic fabric and vessel dimensions on changes in vessel abundance between the two Phases, using regression analysis. We found that while the frequency distribution of rim sherds did not in itself enable us to reject the null hypothesis of random copying, closer examination of the characteristics of these types enabled us to recognize latent dimensions of functional variability (including ware type and bowl diameter) that had demonstrably been the subject of selective decision-making by the potters. The present case study suggests that we should be wary of applying the neutral model from genetics uncritically in archaeology, because it is much harder to prove that the cultural traits whose frequencies are being modelled are genuinely functionally equivalent (as that model requires).","2010","2024-11-28 17:43:03","2024-12-05 19:48:17","","1348-1358","","6","37","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Selection; Neutral model; Archaeological ceramics; Drift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWEHIV7M","journalArticle","2001","Shennan, Stephen; Wilkinson, J R","Ceramic Style Change and Neutral Evolution: A Case Study from Neolithic Europe","American Antiquity","","0002-7316","DOI: 10.2307/2694174","https://www.cambridge.org/core/product/99C26B88AFB5FF76A2630FA5DB53AF09","Following on the work of Dunnell, the evolutionary archaeology school has made a sharp distinction between functional and stylistic variation in archaeological artifacts. Variation is defined as functional if it is affected by selection processes and as stylistic if it is a result of processes of random drift. The argument has been further developed by Neiman (1995), who showed by simulation that processes of cultural mutation and drift could produce the kinds of ""battleship curves"" that generally characterize artifact-style frequency distributions through time, and also demonstrated that they could account for patterns of stylistic variation through time in Woodland-period ceramic assemblages from Illinois. In this paper we present a case study of change in the decoration of pottery from early Neolithic Central Europe. We show that the actual diachronic frequency distributions and those expected under the neutral model do not coincide and conclude that in this case the neutral model does not provide an adequate description of change in ceramic decoration. A model involving selection, in the form of a bias in favor of novelty in the later phases of the period studied, seems likely to be more appropriate, and we note the social interpretation of the original investigator of the data. In conclusion, it is suggested that neutral models provide an important heuristic tool but that there is not a radical break between functional and stylistic variation.","2001","2024-12-01 23:02:18","2024-12-05 19:48:17","","577-593","","4","66","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B85TGXFH","bookSection","2019","Kandler, Anne; Crema, Enrico R","Analysing Cultural Frequency Data: Neutral Theory and Beyond","Handbook of Evolutionary Research in Archaeology","978-3-030-11117-5","","","https://doi.org/10.1007/978-3-030-11117-5_5","In this chapter we review the application of neutral theory to archaeological case studies. In particular, we focus on commonly used neutrality tests and discuss the interpretation of their results. We argue that one needs to be careful with interpreting the consistency (or inconsistency) of archaeological data with theoretical neutral expectations as evidence for the absence (or presence) of selective force in the population. While neutral theory does very well in replicating various population-level frequency patterns, many alternative processes of cultural transmission may do so, too, making the pattern-matching approach a fairly weak approach for inferring underlying transmission processes. We advocate the use of generative inference frameworks as one possibility to go beyond the hypothesis testing approach. These frameworks do not only allow for the identification of the most likely underlying learning process given the empirical data but for a description of the breadth of processes that could have produced these data equally well. This brings us a step closer to understanding the limits to inferring underlying transmission processes from population-level frequency data and therefore the kinds of questions can be answered with which kinds of data.","2019","2024-12-01 23:03:00","2024-12-05 19:48:17","","83-108","","","","","","","","","","","Springer International Publishing","Cham","","","","","","","","DOI: 10.1007/978-3-030-11117-5_5","","","","","","Prentiss, Anna Marie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA4S45YH","journalArticle","2013","Kandler, Anne; Shennan, Stephen","A non-equilibrium neutral model for analysing cultural change","Journal of Theoretical Biology","","0022-5193","https://doi.org/10.1016/j.jtbi.2013.03.006","https://www.sciencedirect.com/science/article/pii/S0022519313000982","Neutral evolution is a frequently used model to analyse changes in frequencies of cultural variants over time. Variants are chosen to be copied according to their relative frequency and new variants are introduced by a process of random mutation. Here we present a non-equilibrium neutral model which accounts for temporally varying population sizes and mutation rates and makes it possible to analyse the cultural system under consideration at any point in time. This framework gives an indication whether observed changes in the frequency distributions of a set of cultural variants between two time points are consistent with the random copying hypothesis. We find that the likelihood of the existence of the observed assemblage at the end of the considered time period (expressed by the probability of the observed number of cultural variants present in the population during the whole period under neutral evolution) is a powerful indicator of departures from neutrality. Further, we study the effects of frequency-dependent selection on the evolutionary trajectories and present a case study of change in the decoration of pottery in early Neolithic Central Europe. Based on the framework developed we show that neutral evolution is not an adequate description of the observed changes in frequency.","2013","2024-12-01 23:04:09","2024-12-05 19:48:17","","18-25","","","330","","","","","","","","","","","","","","","","","","","","","","Neutral model; Conformity; Linear pottery culture; Markov chains; Wright–Fisher model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YF9NU3GP","journalArticle","1994","Slatkin, Montgomery","An exact test for neutrality based on the Ewens sampling distribution","Genetical Research","","0016-6723","DOI: 10.1017/S0016672300032560","https://www.cambridge.org/core/product/80F5ABCC3EEF65B742DC3A72DCCEB749","Using the Ewens sampling distribution of selectively neutral alleles in a finite population, it is possible to develop an exact test of neutrality by finding the probability of each configuration with the same sample size and observed number of allelic classes. The exact test provides the probability of obtaining a configuration with the same or smaller probability as the observed configuration under the null hypothesis. The results from the exact test may be quite different from those from the Ewens—Watterson test based on the homozygosity in the sample. The advantages and disadvantages of using an exact test in this and other population genetic contexts are discussed.","1994","2024-12-03 22:15:01","2024-12-05 19:48:17","","71-74","","1","64","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6GU38QK","journalArticle","2024","Crema, Enrico R; Bortolini, Eugenio; Lake, Mark","How Cultural Transmission Through Objects Impacts Inferences About Cultural Evolution","Journal of Archaeological Method and Theory","","1573-7764","10.1007/s10816-022-09599-x","https://doi.org/10.1007/s10816-022-09599-x","The cross-fertilisation between biological and cultural evolution has led to an extensive borrowing of key concepts, theories, and statistical methods for studying temporal variation in the frequency of cultural variants. Archaeologists have been among the front-runners of those engaging with this endeavour, and the last 2 decades have seen a number of case studies where modes of social learning were inferred from the changing frequencies of artefacts. Here, we employ a simulation model to review and examine under-discussed assumptions shared by many of these applications on the nature of what constitutes the ‘population’ under study. We specifically ask (1) whether cultural transmission via ‘objects’ (i.e. public manifestations of cultural traits) generates distinct patterns from those expected from direct transmission between individuals and (2) whether basing inference on the frequency of objects rather than on the frequency of mental representations underlying the production of those objects may lead to biased interpretations. Our results show that the rate at which ideational cultural traits are embedded in objects, and shared as such, has a measurable impact on how we infer cultural transmission processes when analysing frequency-based archaeological data. At the same time, when cultural transmission is entirely mediated by the material representation of ideas, we argue that copying error should be interpreted as a two-step process which may occur in either one or both of embedding information in objects and retrieving it from them.","2024","2024-12-05 06:01:18","2024-12-05 19:48:17","","202-226","","1","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
